Age,Job,Credit amount,Duration,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Sex_male,Housing_own,Housing_rent,Savings_moderate,Savings_no_inf,Savings_quite rich,Savings_rich,Risk_bad,Check_moderate,Check_no_inf,Check_rich,Age_cat_Young,Age_cat_Adult,Age_cat_Senior
24,2,8.434897948689407,48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
27,2,7.077498053569231,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35,1,8.145259566516865,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
25,2,7.1372784372603855,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
52,2,6.57507584059962,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
35,2,7.093404625868766,6,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
26,2,7.562681246721884,24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
22,2,6.07073772800249,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
39,1,6.501289670540389,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
46,1,7.719129840906732,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
24,2,7.673223121121708,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
35,2,8.33110454805304,24,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
24,2,7.615791072035833,9,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
27,1,8.911664758049536,60,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
35,1,7.895063498091573,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
29,2,7.67275789664251,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
23,2,8.245909264774093,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
57,1,7.050989447068045,11,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
27,2,7.4127640174265625,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
55,2,7.3796321526095525,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36,3,8.57583938684897,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
57,1,7.91862865334224,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32,1,7.115582126184454,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
37,2,6.687108607866515,15,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
36,2,8.748939631537715,36,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
38,2,7.334981878871814,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
45,3,9.102532419341877,14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
25,2,6.906754778648554,24,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
32,2,7.8868329989550565,18,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
37,2,7.2456550675945355,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
36,3,9.4066470133368,48,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
28,2,8.026170194946426,48,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
34,1,9.392495248213038,30,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
32,2,7.89989532313973,9,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
26,2,7.784889295655098,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
49,1,7.140453043101158,12,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
32,2,8.436200032206706,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
29,3,7.550135342488429,24,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
23,2,8.122074375362217,15,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
50,2,7.3613754289773485,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
49,1,7.275864600546533,18,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
63,2,7.326465613840322,15,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
37,2,8.263074835802596,24,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
35,1,9.280052984387483,47,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
26,2,8.473868066677865,48,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
31,3,8.93353229607628,48,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
49,2,6.9957661563048505,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
48,2,6.931471805599453,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
26,2,6.98100574072173,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
28,3,9.14825217966276,36,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
44,3,8.767017621311778,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,2,8.475537516147405,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
46,3,8.93971205409023,48,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
26,2,9.206332350578643,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
20,2,8.449984441722787,12,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45,1,7.160069207596127,10,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
43,2,7.83002808253384,18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
32,2,7.917536353943631,21,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
54,0,6.51025834052315,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
42,2,8.24380842366528,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
37,1,7.203405521083095,24,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
49,2,6.945051063725834,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
44,2,9.222960403332285,48,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
33,2,7.341483852363161,6,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
24,1,8.478660241699453,30,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
33,1,6.588926477533519,12,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
24,2,7.1204443723924875,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
22,1,5.62040086571715,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
40,0,8.59062950948942,48,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
25,2,8.614501373883236,24,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
26,2,8.229244416735913,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
25,1,6.529418838262226,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
29,1,7.309212365692763,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
31,2,7.917900586327916,36,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
38,1,6.56244409369372,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
48,1,8.37816098272068,24,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
32,2,6.55250788703459,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
27,1,8.200562797008564,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28,3,8.354438940114811,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
32,2,7.569411792450712,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
34,3,7.975908360165538,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,2,7.88570539124302,18,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
36,2,6.93537044601511,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
39,1,8.130942302231878,8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
49,2,8.665785595466064,12,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
34,2,7.329749689041512,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
31,2,8.405814603432848,36,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
28,2,6.97354301952014,6,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
75,3,8.797095076549056,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,7.530479995245536,18,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
24,3,8.910315776326016,60,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
24,1,9.357897936333798,48,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
23,2,8.32117830749028,24,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
44,3,8.126813720726114,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
23,1,7.650168700845001,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,2,7.150701457592526,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
28,2,8.335431477880796,24,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
31,1,7.327123292259293,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
24,2,8.655737000864297,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,1,8.188411308079031,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,2,8.074960359115858,18,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
33,3,8.398184404834035,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
37,1,8.28121766128665,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
43,1,7.285506548522785,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
23,2,6.782192056006791,13,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
23,0,8.231642179973411,24,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
34,1,7.463363045520021,6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
32,2,7.035268599281097,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
23,2,7.119635638017636,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,2,6.8658910748834385,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
38,3,8.079927770758275,18,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
28,2,8.73214326770192,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
46,2,6.588926477533519,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
23,1,7.1276936993473985,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
49,2,7.754052639035757,12,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
26,3,8.40357646462927,36,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
28,2,6.654152520183219,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
23,2,7.785720896534624,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
61,2,7.122059881629142,18,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
37,3,8.131236549696116,12,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
36,2,7.717351272185329,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
21,2,7.476472381163905,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
25,0,7.813187267521416,18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
36,2,7.340835554123275,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
27,2,8.25582842728183,18,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
22,2,8.202482446576537,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,2,8.144969417087875,36,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
40,2,8.006700845440367,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36,2,8.0323601479245,36,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
33,2,8.711113884053544,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
23,2,7.671360923190644,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
63,3,9.529230371552156,60,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
60,3,9.601165503344832,60,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
37,2,8.947025655972697,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
34,2,7.749322464660356,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
36,2,6.740519359606223,7,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
57,3,9.56927276595613,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
52,1,5.8916442118257715,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
39,2,7.701652362642226,20,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
38,3,9.470856776355195,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
25,2,7.1569563646156364,22,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
26,2,7.1929342212158,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
26,1,8.35983738064003,30,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
25,2,7.71333788887187,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,2,7.026426808699636,18,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
40,3,8.90571557879409,18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
27,2,7.75190533307861,15,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
27,2,7.278628942320682,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
30,3,7.506591780070841,18,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
19,1,6.890609120147166,12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
39,3,8.0861025356691,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31,2,7.579167967396076,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31,3,7.785720896534624,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
32,2,9.372459221452617,39,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
55,3,7.8547691834991324,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,2,7.761319180947987,36,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
46,2,7.109062135687172,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
43,1,7.323830566202317,24,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
39,2,7.29505641646263,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
28,2,7.54274354536855,18,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
27,2,9.065083359319043,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
27,1,6.687108607866515,14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
43,2,7.972121128921655,18,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
22,2,7.620214770574455,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
43,2,7.69484807238461,24,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
27,2,6.959398512133975,15,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
26,3,8.081784206935001,24,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
28,2,6.844815479208263,12,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
20,2,7.584264818389059,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35,3,8.889170455363413,33,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
42,3,7.73718007783463,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
40,1,7.3758821482150125,10,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
35,2,7.2305631534092925,24,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
35,2,8.672828482947686,36,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
33,1,7.8551570058813445,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
23,2,9.044403844431551,18,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
31,3,7.930925372483388,21,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
33,2,6.948897222313312,18,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
20,2,8.066521490469993,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
30,2,7.614805364711073,12,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
47,1,6.86484777797086,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
34,3,7.372118028337787,21,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
25,2,7.923710333969238,12,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
21,2,7.929846429742503,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
29,2,7.916807490937603,28,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
46,2,7.046647277848756,18,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
20,2,7.180069874302796,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
55,0,7.081708586105575,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
74,1,8.145549631783584,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
29,3,9.3350328159335,24,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
36,3,7.534762657037537,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
33,2,7.629489916393995,24,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
25,2,7.666690200080086,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25,2,7.302496423727326,12,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
23,1,6.492239835020471,6,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
37,2,7.160069207596127,24,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
65,0,8.129764445794171,42,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
26,0,6.411818267709897,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
39,3,7.5411524551363085,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
30,2,7.3901814282264295,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29,2,7.874358824729881,20,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
41,1,6.577861357721047,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
30,3,8.536211197252,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
41,1,7.126087273299125,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
34,2,7.518607216815252,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
35,2,7.853993087224244,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
55,3,7.261225091971921,12,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
61,2,7.321188556739478,15,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
30,3,9.310547632393208,36,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
29,2,6.249975242259483,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
34,2,7.922623574217286,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
35,3,7.8898337513942955,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
31,2,8.479906606630221,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
29,3,7.893198869544609,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
36,2,8.270013062273787,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
35,2,8.12740456269308,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
27,2,5.8377304471659395,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,2,8.432506383249043,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
37,2,8.194229304819817,36,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
36,2,7.450660796211539,15,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
34,3,8.012018239159062,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
38,2,6.625392368007956,12,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
34,2,7.575584651557793,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
63,2,7.980707820869669,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
29,1,7.413970290190444,24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
32,2,8.887100204123687,48,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
26,2,7.92443418488756,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
35,1,8.450839690866216,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
22,2,8.036573409707312,24,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
23,2,6.104793232414985,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28,1,6.483107351457199,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
36,3,7.121252453244542,6,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
33,2,7.126890808898808,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
26,2,8.043663352393944,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
24,2,7.851271997109883,39,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
25,2,8.54714026778419,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
39,1,6.9440872082295275,12,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
44,2,7.298445101508147,15,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
23,1,8.181160858023409,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,2,7.0909098220799835,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
57,2,8.19478163844336,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
30,2,6.866933284461882,15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
44,2,7.0587581525186645,12,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
47,3,7.097548850614793,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
52,2,8.031710375322042,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
62,2,8.231376045573969,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
